row_id,date,rel_lat,rel_lon,T2M_MAX,T2M_MIN,T2M,RH2M,QV2M,TSOIL1,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,CLOUD_AMT,GWETTOP,GWETROOT,WS10M,WD10M,PS,PRECTOTCORR,TS,EVLAND,WBT
LOC090_D11322,2014-12-30,2.0,4.15,21.5828,5.9956000000000005,12.5732,40.1812,3.482,11.7992,2.217156,3.371456,36.7928,0.3992,0.43,2.3428,91.484,99.1128,0.0,11.2556,0.6188,13.6331
LOC090_D11323,2014-12-31,2.0,4.15,24.8256,6.355599999999999,14.2588,52.618,5.1536,13.5572,2.463832,3.181988,59.6388,0.3928,0.428,3.428,86.792,99.1392,0.0,14.1188,0.5836,18.2488
LOC074_D11294,2014-12-02,4.8,5.8,23.622400000000003,11.8048,16.704,47.2032,5.909199999999999,14.0428,3.751432,4.064824,37.6132,0.5064,0.524,2.1748000000000003,279.492,92.3056,0.0,13.72,1.6364,16.3924
LOC074_D11295,2014-12-03,4.8,5.8,23.2632,11.9712,16.4944,47.7364,5.9148000000000005,13.9324,3.518676,3.84358,30.354,0.506,0.524,2.6044,286.584,92.25560000000002,0.0,13.5556,1.7172,16.168
LOC074_D11296,2014-12-04,4.8,5.8,23.7596,12.7848,16.842,46.0984,5.840800000000001,13.8644,3.578212,4.006868,35.5264,0.4972,0.5236,1.7720000000000002,278.74800000000005,92.476,0.0,13.581599999999998,1.5448,16.3392
LOC074_D11297,2014-12-05,4.8,5.8,23.4104,12.4296,16.180400000000002,47.863600000000005,5.8104,13.7396,3.741888,4.204248,38.8008,0.4964,0.5232,2.3572,297.368,92.6064,0.002,13.41,1.5108,16.3123
LOC074_D11298,2014-12-06,4.8,5.8,23.08,12.0608,15.9408,45.46320000000001,5.4012,13.3748,3.643876,4.074728,32.5208,0.4964,0.5144,2.9244,291.968,92.4864,0.0,12.9944,1.6764,15.6705
LOC074_D11299,2014-12-07,4.8,5.8,22.0544,13.0208,16.3504,44.9612,5.514399999999999,13.522,3.490076,4.088452,44.2856,0.4964,0.5144,2.0776,288.72,92.376,0.0,13.3012,1.252,14.7354
LOC074_D11300,2014-12-08,4.8,5.8,22.42,12.5572,16.1296,42.2248,5.0692,13.6252,3.1066480000000003,3.888424,72.97359999999999,0.4868,0.5136,2.3708,295.064,92.4148,0.0,13.38,1.5496,14.6289
LOC074_D11301,2014-12-09,4.8,5.8,23.246800000000004,11.8976,15.8804,39.1192,4.6056,13.1352,3.855484,4.14104,32.5216,0.4864,0.5132,2.3428,303.212,92.56279999999998,0.0,12.5268,1.5552,14.8174
LOC074_D11302,2014-12-10,4.8,5.8,22.2988,10.1968,14.6348,41.8792,4.532399999999999,12.53,3.590044,4.319888,39.04600000000001,0.486,0.5132,2.9108,305.252,92.4956,0.0,11.9124,1.5284,14.4765
LOC074_D11303,2014-12-11,4.8,5.8,22.1424,9.8636,14.216,40.9872,4.2792,11.998,4.176296,4.4478480000000005,39.2928,0.486,0.5044,3.1444,307.06,92.5468,0.9872,11.2304,1.6891999999999998,14.2122
LOC074_D11304,2014-12-12,4.8,5.8,21.166,10.328399999999998,14.3744,32.3956,3.4732,10.9936,4.368472000000001,4.4682,27.2676,0.4876,0.504,1.8708,308.2,92.6468,0.3792,10.086,1.42,12.0899
LOC074_D11305,2014-12-13,4.8,5.8,15.7756,10.3652,12.334,53.5092,5.132,9.9796,0.883388,3.462504,99.4596,0.5144,0.5044,2.6524,29.148,92.744,5.777200000000001,9.7524,0.9088,10.4724
LOC074_D11306,2014-12-14,4.8,5.8,16.144,9.2956,12.1696,84.4316,8.0564,11.708,2.193116,3.856276,73.0896,0.5568000000000001,0.5324,3.018,85.404,92.6852,10.5356,10.9904,1.1684,14.3334
LOC074_D11307,2014-12-15,4.8,5.8,18.88,9.002,13.1856,73.6084,7.457999999999999,11.506000000000002,2.732504,3.520636,54.177600000000005,0.5272,0.5332,2.22,166.416,92.6324,4.425999999999999,11.6956,1.5404,15.6772
LOC074_D11308,2014-12-16,4.8,5.8,16.581200000000003,7.308400000000001,11.0936,73.27159999999999,6.398000000000001,11.0972,3.091676,3.611628,44.2676,0.536,0.5336,2.28,295.372,92.704,3.59,9.9528,1.4856,13.4722
LOC074_D11309,2014-12-17,4.8,5.8,19.2852,5.8368,11.2884,57.5528,4.9808,10.486,4.022192,4.25966,24.2172,0.5164,0.5332,2.9476,284.576,92.6508,0.1968,9.8796,1.5332,14.0577
LOC074_D11310,2014-12-18,4.8,5.8,21.188,7.642799999999999,13.1988,42.93639999999999,4.2228,10.7592,3.965776,4.1410480000000005,22.786800000000003,0.5064,0.5248,2.4712,282.532,92.804,0.0,10.4256,1.52,13.7173
LOC074_D11311,2014-12-19,4.8,5.8,19.346,8.272,13.044,45.956,4.4928,10.669199999999998,3.414212,3.97948,53.084,0.5064,0.5236,2.0964,281.656,92.9072,0.0,10.1872,1.1612,12.6011
LOC074_D11312,2014-12-20,4.8,5.8,20.244,8.661999999999999,13.5032,45.326800000000006,4.5728,10.5544,3.3291000000000004,4.27652,61.2552,0.5056,0.5232,2.4508,293.308,92.5976,0.0,10.1048,1.324,13.2701
LOC074_D11313,2014-12-21,4.8,5.8,20.9912,7.8716,13.0352,40.9132,3.9284,10.302,3.376412,3.851312,30.0324,0.4968,0.5232,2.11,286.628,92.5368,0.0,9.5888,1.4084,13.2595
LOC074_D11314,2014-12-22,4.8,5.8,20.2096,8.855599999999999,13.2832,39.046400000000006,3.9156,9.9632,3.221,3.82656,30.538400000000003,0.4964,0.5144,1.9588,288.392,92.528,0.0,9.5824,1.3452000000000002,12.3513
LOC074_D11315,2014-12-23,4.8,5.8,20.1416,8.714,12.9976,41.8212,4.078,10.1632,3.64418,4.109352,34.9552,0.496,0.514,2.068,255.688,92.604,0.0,9.6448,1.3364000000000005,12.6938
LOC074_D11316,2014-12-24,4.8,5.8,20.5088,9.0824,13.2488,42.082,4.1812000000000005,10.0896,3.586288,4.019524,29.9992,0.4871999999999999,0.514,2.1656,296.208,92.7296,0.0,9.7048,1.3112,13.0331
LOC074_D11317,2014-12-25,4.8,5.8,20.022,7.7792,12.8324,43.3632,4.1452,10.005999999999998,3.717000000000001,4.163128,33.19,0.4868,0.5136,2.4852,289.464,92.6052,0.0,9.5756,1.3472,12.8118
LOC074_D11318,2014-12-26,4.8,5.8,19.8012,6.7164,11.8516,49.0836,4.4148000000000005,9.872,3.28556,3.953424,37.7852,0.486,0.5128,2.9548,293.08,92.3484,0.0,9.4412,1.3268,13.4062
LOC074_D11319,2014-12-27,4.8,5.8,19.9216,6.5972,11.7952,46.79,4.166399999999999,9.8016,3.82318,4.399064,35.91,0.486,0.5044,2.4324,285.54400000000004,92.4488,0.0,9.28,1.288,13.1994
LOC074_D11320,2014-12-28,4.8,5.8,19.4472,8.1904,12.254,41.578,3.8832,9.4836,3.779496,4.371632,45.61,0.4775999999999999,0.504,2.172,290.344,92.6688,0.0,8.956800000000001,1.2375999999999998,12.0892
LOC074_D11321,2014-12-29,4.8,5.8,20.4572,10.018,13.6144,37.418,3.84,9.7804,3.5442400000000003,4.397756,54.1536,0.4764,0.5036,1.8824,290.952,92.5368,0.0,9.526,1.2472,12.3109
LOC074_D11322,2014-12-30,4.8,5.8,20.3876,9.4956,13.8392,37.4712,3.9448,9.831600000000002,3.601084,4.2671280000000005,43.17360000000001,0.4764,0.5032,1.9456,140.752,92.4356,0.0,9.4264,1.2148,12.2632
LOC074_D11323,2014-12-31,4.8,5.8,22.7268,9.4032,15.1116,39.6756,4.56,10.8912,3.753096,3.89,49.3256,0.4764,0.5032,2.2932,104.756,92.5852,0.0,11.4424,1.342,14.4849
LOC065_D11294,2014-12-02,7.12,1.33,24.362800000000004,10.772,15.9712,35.1388,4.309200000000001,12.2688,4.243768,4.345144,15.9484,0.4996,0.5148,2.3216,279.976,89.1476,0.0,11.9108,1.2724000000000002,15.0401
LOC065_D11295,2014-12-03,7.12,1.33,24.4084,11.0608,15.9572,35.2864,4.3208,12.296,4.185696,4.2576920000000005,11.3664,0.4972000000000001,0.5148,2.536,292.06,89.098,0.0,12.064,1.2672,15.1017
LOC065_D11296,2014-12-04,7.12,1.33,23.1304,11.36,15.363600000000002,36.8008,4.3464,11.9544,4.12426,4.248684,28.797600000000003,0.4908,0.5144000000000001,2.11,270.456,89.26279999999998,0.0,11.468799999999998,1.1072,14.3466
LOC065_D11297,2014-12-05,7.12,1.33,22.7008,10.3548,14.8312,36.158,4.1292,11.6016,4.06008,4.157244,23.3612,0.4908,0.5144000000000001,2.0208,315.608,89.46,0.0,11.128800000000002,1.0672,13.9001
LOC065_D11298,2014-12-06,7.12,1.33,23.286,10.4844,15.288,33.513200000000005,3.956,11.628800000000002,4.07764,4.146076000000001,17.848000000000003,0.4908,0.5144000000000001,2.2880000000000003,290.76,89.3468,0.0,11.2884,1.12,13.9165
LOC065_D11299,2014-12-07,7.12,1.33,23.9412,9.9912,15.5824,30.5156,3.5704,11.4648,3.705148,4.166392,66.87360000000001,0.49,0.5144000000000001,2.2456,271.288,89.184,0.0,10.9584,1.1676,13.8879
LOC065_D11300,2014-12-08,7.12,1.33,21.7876,9.0012,13.78,32.8424,3.4788,10.5932,4.046456,4.128584,19.522800000000004,0.49,0.5072000000000001,2.2368,263.668,89.20880000000001,0.0,9.9268,1.018,12.6423
LOC065_D11301,2014-12-09,7.12,1.33,21.2544,9.35,13.572,35.0016,3.6464,10.461200000000002,4.035896,4.143536,20.1388,0.4908,0.5048,2.0968,286.396,89.3544,0.0,9.8364,0.9492,12.5735
LOC065_D11302,2014-12-10,7.12,1.33,19.8428,7.2296,12.2036,30.246,2.8276,9.3024,4.180936,4.299416000000001,17.8704,0.4896,0.5044000000000001,2.3028,269.80400000000003,89.3152,0.0,8.1028,0.9348,10.7366
LOC065_D11303,2014-12-11,7.12,1.33,19.8612,5.3228,11.718800000000002,31.6248,2.91,8.777999999999999,4.04368,4.253732,50.976000000000006,0.4908,0.5044000000000001,2.21,151.82,89.34120000000001,0.3064,8.4832,0.8972,10.9659
LOC065_D11304,2014-12-12,7.12,1.33,19.8144,7.3732,12.234000000000002,33.1464,3.1724,9.3656,3.783044,4.130912,63.0716,0.524,0.5144000000000001,1.9936,118.464,89.3708,3.1484,8.4676,1.1312,11.1631
LOC065_D11305,2014-12-13,7.12,1.33,16.6544,6.8028,10.570799999999998,64.3316,5.680400000000001,9.2704,1.171756,3.695648,92.576,0.5636,0.5172000000000001,2.73,125.54,89.32440000000001,10.538799999999998,9.2888,1.3008000000000002,12.5074
LOC065_D11306,2014-12-14,7.12,1.33,11.0884,5.4428,8.874,90.156,7.22,9.52,1.030264,3.253508,96.3956,0.5744,0.5356,2.0464,127.14,89.2808,4.427600000000001,8.62,0.5428000000000001,10.0079
LOC065_D11307,2014-12-15,7.12,1.33,13.2676,4.6548,8.2784,72.95320000000001,5.5212,8.478,1.762896,3.57274,83.73280000000001,0.5924,0.5448,2.2476,341.824,89.3952,7.6588,7.0296,1.164,10.3194
LOC065_D11308,2014-12-16,7.12,1.33,15.1692,4.9364,8.744,63.1844,4.8604,7.9088,3.432964,3.914648,47.3004,0.546,0.5384,2.0444,255.792,89.5056,0.008,6.821600000000001,1.0308,11.0232
LOC065_D11309,2014-12-17,7.12,1.33,17.1748,3.948,9.344,45.7164,3.6084,7.159199999999999,3.77518,4.178136,31.9024,0.5296,0.5379999999999999,1.9824,119.528,89.50040000000001,0.0,6.0988,0.9964,10.7432
LOC065_D11310,2014-12-18,7.12,1.33,19.9088,6.6164,11.6644,35.2444,3.2804,7.494,3.309716,4.050768,60.4344,0.5207999999999999,0.5347999999999999,1.7196,310.688,89.60040000000001,0.0,7.2496,1.0684,11.5523
LOC065_D11311,2014-12-19,7.12,1.33,16.145200000000003,7.3048,11.023600000000002,38.7384,3.508,7.4308,2.426788,3.898876,66.17,0.5207999999999999,0.5347999999999999,1.536,328.13199999999995,89.70119999999999,0.0,6.3564,0.4356,9.0285
LOC065_D11312,2014-12-20,7.12,1.33,20.2828,7.226800000000001,12.2788,32.8708,3.1632,7.6,3.559816,4.041976,27.474,0.5207999999999999,0.5284,2.028,312.124,89.42199999999998,0.0,7.649199999999999,1.0612,11.4834
LOC065_D11313,2014-12-21,7.12,1.33,18.3776,7.547999999999999,11.24,35.218799999999995,3.1576,8.078399999999998,2.9238759999999995,3.852148,64.7156,0.5144000000000001,0.5284,1.882,259.788,89.286,0.0,7.5372,0.9488,10.3432
LOC065_D11314,2014-12-22,7.12,1.33,14.8932,7.802799999999999,10.5568,37.4488,3.3068,7.2292,2.281556,3.623384,80.2872,0.5207999999999999,0.5284,1.0192,115.18,89.26960000000001,0.0,6.496,0.4111999999999999,7.8666
LOC065_D11315,2014-12-23,7.12,1.33,17.3208,6.300799999999999,10.3116,37.1068,3.1284,7.2188,3.5315799999999995,3.701756,38.4016,0.5112000000000001,0.5284,1.786,173.668,89.306,0.0,6.4112,0.8371999999999999,9.7626
LOC065_D11316,2014-12-24,7.12,1.33,18.112,5.650399999999999,10.3256,37.77439999999999,3.2,7.0688,3.700936,3.917352,23.781600000000005,0.5108,0.5272,1.9676,273.24,89.51,0.0,6.69,0.8775999999999999,10.4846
LOC065_D11317,2014-12-25,7.12,1.33,18.31,7.3444,11.0552,38.3224,3.418,7.4548,3.310028,3.945488,30.1052,0.5108,0.5247999999999999,1.998,265.79200000000003,89.3972,0.0,7.0104,0.8856,10.718
LOC065_D11318,2014-12-26,7.12,1.33,17.7756,5.210800000000001,9.9348,40.552400000000006,3.3304,7.086,3.688712,4.172264,26.5704,0.5044000000000001,0.5247999999999999,2.514,279.08,89.1436,0.0,6.607200000000001,0.8736,10.5827
LOC065_D11319,2014-12-27,7.12,1.33,17.8604,4.3088,9.6332,36.4244,2.922,6.905200000000001,3.884776,4.118012,22.8432,0.5044000000000001,0.5184000000000001,2.3296,286.708,89.212,0.0,6.1,0.8608,10.1007
LOC065_D11320,2014-12-28,7.12,1.33,17.9312,5.3904000000000005,9.8688,31.187600000000003,2.5528,6.3164,3.860344,4.18032,29.9516,0.5036,0.5184000000000001,1.9768,289.796,89.43719999999999,0.0,5.5760000000000005,0.8656,9.4257
LOC065_D11321,2014-12-29,7.12,1.33,17.5992,6.0076,10.3756,30.3384,2.5952,6.210800000000001,3.335896,3.98818,44.932,0.5036,0.5184000000000001,1.824,244.736,89.30640000000001,0.0,5.6316,0.8392000000000001,9.0517
LOC065_D11322,2014-12-30,7.12,1.33,18.1712,6.598400000000001,11.0228,33.62,3.0128,6.589600000000001,3.875192,4.118024,34.2308,0.5012000000000001,0.5184000000000001,1.862,145.372,89.13680000000001,0.0,6.312799999999999,0.8088,9.9568
LOC065_D11323,2014-12-31,7.12,1.33,17.217200000000002,5.8672,9.8904,42.322,3.4988,6.8576,3.753772,3.939304,26.8652,0.5012000000000001,0.5184000000000001,2.5664,120.28,89.3216,0.0,6.6084000000000005,0.7460000000000001,10.3527
LOC016_D11294,2014-12-02,5.41,0.53,29.336,11.6496,19.2276,31.7124,4.093999999999999,19.6776,3.931952,4.001,23.8936,0.1352,0.34,4.6444,290.216,98.87,0.0,19.3128,0.0356,18.238
LOC016_D11295,2014-12-03,5.41,0.53,28.9396,11.8072,19.3692,33.4268,4.3824,19.6568,3.851008,3.858168,11.352,0.1352,0.34,5.0684,293.232,98.8488,0.0,19.35,0.0276,18.2918
LOC016_D11296,2014-12-04,5.41,0.53,28.532,11.5596,19.0488,32.6096,4.1268,19.6264,3.870892,3.892856,13.6608,0.134,0.34,3.7604,294.73600000000005,98.9764,0.0,19.1168,0.0327999999999999,17.8081
LOC016_D11297,2014-12-05,5.41,0.53,27.948400000000003,11.1572,18.3592,30.4092,3.7108,18.8968,3.632516,3.703524,19.8536,0.134,0.34,2.98,303.41200000000003,99.1612,0.0,18.0472,0.0316,16.9051
LOC016_D11298,2014-12-06,5.41,0.53,28.1148,10.518,18.226,31.362,3.814,18.4456,3.7681,3.780184,16.247200000000003,0.134,0.34,3.8684,294.98400000000004,99.0904,0.0,18.1,0.0252,17.2301
LOC016_D11299,2014-12-07,5.41,0.53,28.2352,12.5032,18.6508,25.172000000000004,3.1424000000000003,19.0272,3.676664,3.822584,35.2708,0.134,0.34,3.822,292.628,98.93,0.0,18.6272,0.0364,15.9656
LOC016_D11300,2014-12-08,5.41,0.53,27.4368,9.8512,17.5492,23.572000000000003,2.7132,18.1528,3.791456,3.823808,19.4652,0.1328,0.34,3.2332,288.3,98.9296,0.0,17.0568,0.0352,15.0224
LOC016_D11301,2014-12-09,5.41,0.53,27.0708,12.1044,17.758,21.7864,2.5932,17.3372,3.5550960000000003,3.655368,8.437999999999999,0.1292,0.34,2.1792,295.844,99.0612,0.0,16.5416,0.034,14.3435
LOC016_D11302,2014-12-10,5.41,0.53,25.7316,7.9392,15.2084,17.1192,1.67,16.2864,3.491012,3.5276320000000005,13.0176,0.124,0.34,3.3816,308.896,99.1272,0.0,14.862,0.0404,12.2867
LOC016_D11303,2014-12-11,5.41,0.53,25.3284,6.0448,14.5484,17.9184,1.6780000000000002,15.0888,3.844876,3.862912,22.338,0.1227999999999999,0.34,3.322,299.696,99.1548,0.0,13.7364,0.0324,12.2217
LOC016_D11304,2014-12-12,5.41,0.53,23.176,9.6312,15.5648,32.1356,3.4072000000000005,14.6108,2.944312,3.0155040000000004,18.834,0.3824,0.3556,1.5328,232.788,99.1324,8.452,14.1004,0.8552,13.593
LOC016_D11305,2014-12-13,5.41,0.53,19.2724,10.919199999999998,14.4816,60.1052,6.2864,15.3124,1.13826,2.597336,47.2804,0.3544,0.3568,4.3332,124.772,99.0612,0.8268000000000001,14.3532,0.4436,14.3692
LOC016_D11306,2014-12-14,5.41,0.53,18.2628,10.0716,14.1404,84.454,8.5788,14.9312,0.88468,2.579536,65.74,0.4672,0.37,2.1376,127.74,99.0868,12.7748,14.0352,0.7031999999999999,16.3945
LOC016_D11307,2014-12-15,5.41,0.53,19.836,9.8012,14.136400000000002,74.1084,7.324,15.1056,2.466972,2.959192,36.0004,0.4032,0.3779999999999999,2.0836,313.456,99.3012,0.8776,14.2196,0.552,16.6403
LOC016_D11308,2014-12-16,5.41,0.53,20.492000000000004,7.0212,12.3584,55.147200000000005,4.6452,13.8,3.13688,3.268568,11.5676,0.3611999999999999,0.3768,3.5668,293.68,99.5116,0.0,12.4416,0.5492,14.8136
LOC016_D11309,2014-12-17,5.41,0.53,20.6388,4.7648,11.121199999999998,43.1936,3.354,12.3572,3.10474,3.198476,6.5784,0.3564,0.3768,3.8264,297.016,99.4632,0.0,10.7616,0.5723999999999999,13.2994
LOC016_D11310,2014-12-18,5.41,0.53,20.0332,3.7756,11.552,41.2928,3.3292,11.592,2.506468,3.157616,59.7332,0.3564,0.3764,2.2952,291.272,99.4924,0.0,10.3152,0.46,12.53
LOC016_D11311,2014-12-19,5.41,0.53,17.7244,6.516,11.2352,41.4388,3.3360000000000003,11.4484,2.123788,2.948436,86.4392,0.3564,0.3764,2.0824000000000003,310.94,99.594,0.0,10.018,0.3807999999999999,10.6565
LOC016_D11312,2014-12-20,5.41,0.53,21.312400000000004,4.2972,10.7756,40.7584,3.0644,11.2136,2.773656,3.123128,34.0348,0.3564,0.3764,3.2092,294.26,99.2984,0.0,10.3068,0.5576,13.4991
LOC016_D11313,2014-12-21,5.41,0.53,21.172,3.4904,11.8192,34.3756,2.7596,11.2904,2.123404,2.994056,48.8856,0.35,0.3764,2.1060000000000003,287.604,99.1576,0.0,10.2772,0.4992,12.4104
LOC016_D11314,2014-12-22,5.41,0.53,20.3776,6.218,11.8884,31.448,2.6292,10.916,1.753448,3.2594800000000004,55.0568,0.3468,0.37,2.1,176.94400000000002,99.0896,0.0,9.7944,0.5164,11.3333
LOC016_D11315,2014-12-23,5.41,0.53,20.0552,5.2964,12.1472,35.85080000000001,3.104,10.9196,2.393236,2.97334,39.0004,0.3468,0.3668,2.0284,152.756,99.1384,0.0,10.0776,0.4496,11.7581
LOC016_D11316,2014-12-24,5.41,0.53,20.4528,5.550800000000001,12.0864,42.5232,3.6308,11.3108,2.40252,2.7409,25.5132,0.3468,0.3668,2.1708,296.704,99.404,0.0,10.668399999999998,0.4232,13.05
LOC016_D11317,2014-12-25,5.41,0.53,20.1904,4.8,11.214,45.77440000000001,3.6092,11.38,2.056156,2.669196,29.4156,0.3468,0.3668,3.3316000000000003,293.468,99.3244,0.0,10.6064,0.4556,13.287
LOC016_D11318,2014-12-26,5.41,0.53,21.1804,4.5452,11.4836,40.6752,3.2412,11.5472,2.58916,2.893696,47.3772,0.3432,0.3668,4.46,295.144,99.144,0.0,11.0104,0.558,13.379
LOC016_D11319,2014-12-27,5.41,0.53,21.8272,4.6208,12.2024,36.4732,3.0456,11.531200000000002,3.164404,3.529468,14.5636,0.3432,0.3668,2.9616,285.216,99.1312,0.0,10.4452,0.4856,13.2577
LOC016_D11320,2014-12-28,5.41,0.53,20.6848,4.0996,11.7036,31.604,2.5328,10.4524,2.62046,3.3231200000000003,26.4544,0.3432,0.3664,2.4224,289.856,99.3492,0.0,9.2188,0.4976,11.5931
LOC016_D11321,2014-12-29,5.41,0.53,20.1804,4.0024,11.754,28.143600000000003,2.3192000000000004,9.6564,2.807892,3.2769920000000003,36.2656,0.3432,0.3664,1.9312,297.404,99.1836,0.0,8.4224,0.4592,10.6517
LOC016_D11322,2014-12-30,5.41,0.53,20.1716,4.236000000000001,11.8244,29.7212,2.4764,9.5976,2.891556,3.004348,14.0448,0.3428,0.3664,1.5704,275.576,98.9488,0.0,8.7548,0.43,10.9015
LOC016_D11323,2014-12-31,5.41,0.53,19.2276,6.1984,12.1624,34.971599999999995,3.0724,10.0304,2.377992,2.596492,21.608,0.3396,0.3664,1.6787999999999998,110.636,99.112,0.0,9.5224,0.3948,10.9764
LOC113_D11294,2014-12-02,3.3,7.08,25.957600000000003,9.3944,16.534,59.58519999999999,6.7124,16.1888,3.135736,3.797564,36.0976,0.4811999999999999,0.5012,2.526,289.232,100.3288,0.0,15.6856,1.4335999999999998,20.3009
LOC113_D11295,2014-12-03,3.3,7.08,25.508000000000003,9.4676,16.938399999999998,54.8232,6.352,15.961200000000002,2.48176,3.34628,74.49919999999999,0.4808,0.5004,2.6644,288.492,100.316,0.0,15.3456,1.4412,19.1812
LOC113_D11296,2014-12-04,3.3,7.08,26.4808,10.6028,17.816000000000003,52.2112,6.3872,16.003999999999998,1.5275919999999998,2.8820079999999995,55.586000000000006,0.472,0.492,1.3264000000000002,297.80400000000003,100.498,0.0,15.714,1.2812,19.6252
LOC113_D11297,2014-12-05,3.3,7.08,25.8836,11.9952,18.1548,55.83560000000001,7.013199999999999,16.273600000000002,1.81732,2.9290160000000003,41.0988,0.4715999999999999,0.4916,1.6908,303.096,100.648,0.0004,15.980000000000002,1.186,19.6668
LOC113_D11298,2014-12-06,3.3,7.08,25.4016,10.0584,16.316399999999998,54.0716,5.942,15.9732,1.4165720000000002,3.139804,52.5112,0.4708,0.4916,3.244,275.42400000000004,100.5964,0.0,15.312,1.4196,18.9732
LOC113_D11299,2014-12-07,3.3,7.08,25.002,9.956,16.338800000000003,51.462,5.7632,15.5284,2.207008,3.466508,50.2316,0.462,0.4907999999999999,2.786,275.04,100.4584,0.0,14.9228,1.2996,18.2255
LOC113_D11300,2014-12-08,3.3,7.08,24.8996,9.2068,16.3756,49.7672,5.513199999999999,15.1996,2.0095840000000003,3.4117200000000003,70.5308,0.4612,0.482,2.6316,280.872,100.4972,0.0,14.8168,1.3476,17.8758
LOC113_D11301,2014-12-09,3.3,7.08,25.814,11.3676,17.3272,45.006800000000005,5.284800000000001,15.9492,2.163364,3.399444,48.15,0.4608,0.4816,2.5336000000000003,280.24,100.6164,0.0,15.4772,1.3196,17.8911
LOC113_D11302,2014-12-10,3.3,7.08,25.1888,8.5792,15.390800000000002,47.3532,4.9128,14.7252,1.887672,3.517052,51.2128,0.452,0.4811999999999999,3.302,279.664,100.5868,0.0,13.9452,1.3396,17.7439
LOC113_D11303,2014-12-11,3.3,7.08,19.4472,9.424,13.238400000000002,52.1232,4.8536,13.4164,2.7006560000000004,3.708704,64.71600000000001,0.4608,0.4808,2.8664,268.112,100.6956,0.0,11.89,0.7728,13.502
LOC113_D11304,2014-12-12,3.3,7.08,22.7764,6.3224,14.1168,43.0048,3.984,12.4592,3.734728,3.744272,12.114,0.4911999999999999,0.482,1.7388,282.432,100.7964,4.226400000000001,11.6376,1.2228,15.0426
LOC113_D11305,2014-12-13,3.3,7.08,19.792800000000003,8.9104,14.0048,53.3996,5.2276,12.8908,2.13708,3.294096,98.5772,0.4616,0.482,2.9803999999999995,331.508,100.854,0.258,12.7504,1.102,13.9698
LOC113_D11306,2014-12-14,3.3,7.08,19.2276,13.436,15.638800000000002,83.7032,9.1904,15.3016,0.982756,3.3813760000000004,89.0892,0.4911999999999999,0.482,3.5688,23.548,100.8232,4.0360000000000005,15.5264,0.6988000000000001,17.2402
LOC113_D11307,2014-12-15,3.3,7.08,23.1272,13.9092,17.1436,80.6724,9.636,16.770799999999998,2.676004,3.32074,55.583200000000005,0.482,0.4911999999999999,1.8716,190.004,100.7636,2.2276,17.22,1.0564,20.6207
LOC113_D11308,2014-12-16,3.3,7.08,22.864,9.9752,15.3196,71.6528,7.356,15.9392,1.961228,3.0330080000000006,46.8496,0.4811999999999999,0.4911999999999999,3.8212,287.736,100.8952,0.4816,15.2588,1.374,19.1699
LOC113_D11309,2014-12-17,3.3,7.08,22.6312,7.929599999999999,13.906399999999998,63.5084,5.894,14.5424,3.4066840000000003,3.584888,5.1656,0.4715999999999999,0.4911999999999999,3.944,280.688,100.8404,0.5871999999999999,13.7168,1.4012,17.8552
LOC113_D11310,2014-12-18,3.3,7.08,21.642000000000003,5.962000000000001,12.3348,55.8064,4.7548,13.1532,3.499072,3.531448,6.276,0.4616,0.482,3.3068,278.028,100.9792,0.0,12.0004,1.1811999999999998,15.9166
LOC113_D11311,2014-12-19,3.3,7.08,20.6984,5.4336,12.0596,55.954800000000006,4.676,12.4248,3.289412,3.418924,29.486,0.4616,0.4811999999999999,2.4444000000000004,285.628,101.1096,0.0,11.5216,0.932,15.103
LOC113_D11312,2014-12-20,3.3,7.08,20.8836,5.7576,12.0796,55.4016,4.684,12.1984,2.9067039999999995,3.3353,55.696000000000005,0.4608,0.4811999999999999,3.2144,281.452,100.788,0.0,11.421599999999998,0.9748,15.1926
LOC113_D11313,2014-12-21,3.3,7.08,22.2216,4.632,11.853599999999998,52.4904,4.2744,12.2256,2.6205040000000004,3.111388,38.4772,0.4516,0.4811999999999999,2.6688,282.31999999999994,100.718,0.0,11.384,1.1128,15.9638
LOC113_D11314,2014-12-22,3.3,7.08,21.5308,5.0292,12.0188,48.4416,4.008,11.6068,1.7722480000000005,2.985644,35.8788,0.4516,0.4723999999999999,2.6708,287.216,100.708,0.0,10.7212,0.9952,14.7957
LOC113_D11315,2014-12-23,3.3,7.08,21.552,6.117999999999999,12.531199999999998,45.0496,3.8444,11.693600000000002,2.0576959999999995,3.094096,42.148,0.4508,0.472,2.3732,284.06,100.7664,0.0,10.9996,1.024,14.3275
LOC113_D11316,2014-12-24,3.3,7.08,21.9008,5.684399999999999,12.5332,48.01,4.1552,11.7428,1.3810840000000002,3.1319440000000003,54.314800000000005,0.4424,0.4715999999999999,2.9896,285.30400000000003,100.8688,0.0,11.2124,1.0616,15.0494
LOC113_D11317,2014-12-25,3.3,7.08,21.6228,5.246,12.1064,56.5708,4.722799999999999,12.0444,1.962728,3.242096,60.1148,0.4424,0.4711999999999999,3.3128,279.672,100.79,0.0,11.5896,1.0136,16.004
